Day,Entry Time,Exit Time,Meal Type,Number of People,Time Spent (minutes),Bill Amount ($),Gender,Table Location,Reservation,Customer Satisfaction,Live Music,Age Group,Weather Condition
Friday,16:26,16:14,Dinner,4,48,89.03,Other,Center,FALSE,5,TRUE,26-35,Cloudy
Thursday,14:41,15:34,Lunch,1,113,89.42,Male,Patio,FALSE,3,FALSE,56-65,Sunny
Wednesday,19:50,21:17,Dinner,6,147,113.24,Male,Window,FALSE,1,TRUE,36-45,Rainy
Monday,17:06,18:19,Dinner,1,73,85.71,Male,Patio,FALSE,1,FALSE,18-25,Snowy
Friday,17:38,18:15,Lunch,1,97,78.71,Male,Window,TRUE,1,TRUE,18-25,Cloudy
Friday,17:54,19:34,Breakfast,6,160,166.64,Other,Patio,TRUE,4,TRUE,26-35,Sunny
Saturday,11:41,13:50,Breakfast,5,129,110.49,Female,Window,TRUE,3,TRUE,56-65,Cloudy
Friday,15:06,17:50,Breakfast,6,164,113.83,Female,Center,FALSE,1,TRUE,26-35,Sunny
Sunday,12:44,14:58,Dinner,4,134,106.53,Female,Window,FALSE,2,TRUE,26-35,Sunny
Monday,14:21,15:24,Breakfast,3,63,90.05,Female,Window,FALSE,1,TRUE,56-65,Sunny
Saturday,19:59,19:42,Breakfast,5,43,79.49,Male,Center,TRUE,1,TRUE,46-55,Sunny
Wednesday,15:14,16:48,Lunch,5,94,78.09,Male,Patio,TRUE,4,FALSE,65+,Rainy
Sunday,11:32,12:50,Dinner,4,78,104.38,Male,Center,TRUE,5,TRUE,65+,Snowy
Saturday,19:09,21:46,Breakfast,1,157,117.2,Other,Window,TRUE,5,FALSE,26-35,Snowy
Wednesday,09:48,10:43,Lunch,6,115,94.32,Male,Patio,FALSE,3,FALSE,56-65,Rainy
Wednesday,22:34,24:32:00,Dinner,1,178,163.94,Male,Patio,FALSE,4,FALSE,56-65,Snowy
Tuesday,19:24,19:05,Lunch,3,41,44.48,Male,Center,FALSE,5,TRUE,46-55,Rainy
Monday,19:08,19:59,Breakfast,1,51,39.35,Female,Window,FALSE,3,FALSE,56-65,Cloudy
Thursday,21:02,22:39,Lunch,5,97,84.14,Other,Center,TRUE,5,FALSE,46-55,Cloudy
Wednesday,12:34,13:09,Lunch,6,95,91.04,Female,Window,FALSE,1,TRUE,46-55,Snowy
Friday,15:35,16:55,Breakfast,6,80,78.9,Other,Center,FALSE,1,FALSE,26-35,Rainy
Wednesday,15:59,15:52,Breakfast,3,53,50.36,Female,Center,TRUE,3,TRUE,65+,Sunny
Tuesday,12:14,13:53,Lunch,6,99,94.88,Other,Window,FALSE,1,TRUE,46-55,Cloudy
Wednesday,18:38,19:41,Lunch,2,63,52.91,Male,Window,FALSE,2,FALSE,36-45,Cloudy
Thursday,17:20,18:04,Lunch,3,104,96.74,Other,Window,TRUE,5,TRUE,26-35,Sunny
Saturday,22:27,23:34,Breakfast,6,67,51.13,Female,Window,TRUE,3,FALSE,18-25,Snowy
Monday,09:55,10:09,Lunch,4,74,103.89,Other,Window,FALSE,5,FALSE,46-55,Snowy
Friday,19:56,19:51,Breakfast,5,55,68.77,Female,Patio,FALSE,5,FALSE,46-55,Cloudy
Friday,17:56,19:39,Breakfast,4,163,125.82,Male,Center,TRUE,1,TRUE,18-25,Cloudy
Friday,14:57,15:13,Dinner,6,76,84.09,Female,Patio,TRUE,1,FALSE,56-65,Rainy
Monday,13:48,14:36,Lunch,2,108,95.9,Male,Center,FALSE,4,TRUE,46-55,Rainy
Monday,19:08,19:59,Breakfast,2,51,47.7,Female,Center,TRUE,2,FALSE,56-65,Snowy
Monday,15:10,17:51,Dinner,6,161,118.79,Other,Center,TRUE,3,TRUE,26-35,Snowy
Saturday,16:15,16:02,Dinner,4,47,84.71,Other,Patio,TRUE,5,FALSE,46-55,Cloudy
Monday,15:14,16:58,Breakfast,6,104,79.24,Female,Center,FALSE,2,FALSE,56-65,Snowy
Thursday,21:52,23:05,Dinner,2,133,92.41,Female,Window,FALSE,4,FALSE,26-35,Sunny
Sunday,08:51,09:23,Dinner,4,92,79.36,Other,Patio,TRUE,3,FALSE,56-65,Snowy
Tuesday,13:23,14:58,Dinner,6,95,106.6,Other,Patio,FALSE,4,TRUE,46-55,Snowy
Tuesday,14:12,14:50,Lunch,1,38,45.77,Female,Window,FALSE,5,TRUE,65+,Rainy
Wednesday,22:08,23:10,Dinner,6,62,58.93,Female,Window,FALSE,3,FALSE,26-35,Sunny
Saturday,20:21,20:09,Lunch,4,48,62.53,Male,Center,FALSE,5,TRUE,36-45,Snowy
Saturday,08:07,09:20,Dinner,5,73,54.91,Male,Window,FALSE,1,TRUE,36-45,Cloudy
Saturday,21:34,22:17,Lunch,2,103,67.38,Male,Patio,FALSE,2,FALSE,56-65,Cloudy
Sunday,11:32,12:15,Lunch,6,103,103.53,Other,Center,FALSE,2,TRUE,65+,Snowy
Tuesday,12:16,13:39,Dinner,5,83,84.59,Female,Window,FALSE,4,TRUE,65+,Rainy
Sunday,13:12,14:04,Dinner,5,112,84.79,Other,Center,FALSE,2,TRUE,56-65,Sunny
Thursday,13:44,16:44,Dinner,4,180,166.79,Male,Center,TRUE,2,TRUE,18-25,Rainy
Thursday,10:58,11:04,Breakfast,1,66,61.72,Other,Window,FALSE,3,TRUE,65+,Rainy
Friday,16:01,18:08,Dinner,5,127,123.79,Female,Patio,TRUE,2,TRUE,18-25,Cloudy
Saturday,16:16,16:00,Lunch,5,44,40.03,Other,Patio,FALSE,2,FALSE,65+,Cloudy
Saturday,19:35,19:33,Dinner,1,58,78.04,Male,Patio,TRUE,1,FALSE,46-55,Rainy
Tuesday,08:08,10:08,Breakfast,4,120,143.38,Other,Patio,TRUE,4,FALSE,46-55,Cloudy
Saturday,16:15,17:34,Lunch,5,79,89.99,Female,Center,TRUE,3,TRUE,46-55,Cloudy
Thursday,17:45,19:37,Dinner,2,172,144.66,Other,Window,TRUE,2,TRUE,26-35,Sunny
Wednesday,10:32,11:02,Lunch,6,90,110.94,Other,Patio,TRUE,3,TRUE,18-25,Cloudy
Thursday,08:01,09:16,Lunch,6,75,70.23,Other,Center,FALSE,2,TRUE,46-55,Rainy
Thursday,18:46,18:30,Breakfast,1,44,49.43,Other,Window,FALSE,3,FALSE,26-35,Sunny
Tuesday,11:10,12:28,Breakfast,5,78,73.02,Other,Patio,FALSE,3,TRUE,65+,Cloudy
Thursday,13:46,15:13,Lunch,2,147,107.14,Female,Window,FALSE,3,TRUE,18-25,Sunny
Saturday,16:22,17:32,Breakfast,5,70,87.71,Female,Center,FALSE,5,FALSE,56-65,Sunny
Wednesday,16:53,16:29,Breakfast,3,36,84.48,Male,Center,TRUE,1,TRUE,36-45,Snowy
Wednesday,20:34,22:25,Breakfast,4,171,118.33,Male,Window,TRUE,1,FALSE,26-35,Sunny
Tuesday,20:21,21:39,Breakfast,5,78,63.63,Female,Window,TRUE,1,TRUE,36-45,Cloudy
Sunday,12:06,12:45,Breakfast,6,39,91.35,Female,Center,TRUE,5,TRUE,65+,Snowy
Saturday,08:06,10:29,Breakfast,6,143,144.99,Other,Center,TRUE,4,TRUE,65+,Sunny
Monday,14:48,15:23,Lunch,5,95,118.22,Male,Window,TRUE,4,FALSE,65+,Rainy
Saturday,16:36,17:36,Lunch,3,60,95.95,Male,Window,TRUE,1,TRUE,65+,Rainy
Tuesday,14:42,14:31,Dinner,6,49,40.21,Female,Patio,FALSE,1,TRUE,65+,Sunny
Monday,11:18,13:36,Dinner,1,138,116.65,Other,Center,FALSE,4,TRUE,65+,Sunny
Friday,21:01,22:27,Breakfast,4,86,65.43,Other,Patio,FALSE,2,FALSE,56-65,Sunny
Saturday,17:57,18:44,Breakfast,5,107,85.2,Other,Patio,TRUE,3,TRUE,36-45,Snowy
Tuesday,22:19,23:46,Dinner,5,87,63.27,Male,Patio,TRUE,3,FALSE,46-55,Cloudy
Tuesday,18:31,20:04,Lunch,6,153,88.75,Other,Center,FALSE,3,FALSE,36-45,Sunny
Thursday,20:43,21:37,Dinner,4,114,116.34,Female,Center,FALSE,1,TRUE,46-55,Snowy
Friday,22:18,23:47,Breakfast,5,89,105.52,Female,Window,TRUE,5,FALSE,46-55,Rainy
Tuesday,10:08,12:02,Dinner,3,174,160.17,Female,Window,FALSE,4,FALSE,36-45,Cloudy
Saturday,21:00,23:54,Lunch,5,174,131.48,Male,Patio,FALSE,4,FALSE,18-25,Cloudy
Tuesday,08:59,10:04,Dinner,1,125,114.36,Other,Center,FALSE,4,FALSE,46-55,Rainy
Wednesday,22:43,23:29,Dinner,4,106,140.44,Male,Window,TRUE,5,TRUE,65+,Rainy
Sunday,17:30,19:57,Breakfast,5,147,92.18,Female,Center,FALSE,1,FALSE,26-35,Cloudy
Monday,09:01,09:46,Dinner,6,45,39.84,Male,Patio,FALSE,1,FALSE,46-55,Cloudy
Thursday,22:15,23:30,Breakfast,3,75,106.39,Other,Center,FALSE,5,TRUE,46-55,Cloudy
Tuesday,15:48,17:01,Breakfast,1,133,132.39,Other,Patio,TRUE,4,FALSE,56-65,Cloudy
Monday,16:00,18:20,Breakfast,4,140,116.22,Other,Window,TRUE,2,FALSE,26-35,Rainy
Wednesday,08:29,10:45,Lunch,2,136,128.29,Other,Window,TRUE,2,FALSE,18-25,Snowy
Tuesday,21:49,21:47,Dinner,3,58,73.94,Other,Patio,FALSE,2,FALSE,18-25,Cloudy
Tuesday,18:25,19:21,Dinner,4,116,103.08,Male,Window,FALSE,5,TRUE,18-25,Rainy
Friday,20:00,21:19,Breakfast,5,79,54.58,Other,Center,FALSE,2,FALSE,56-65,Sunny
Wednesday,20:21,22:42,Breakfast,3,141,130.57,Other,Patio,FALSE,4,FALSE,36-45,Sunny
Sunday,08:51,08:37,Dinner,6,46,60.29,Female,Patio,TRUE,4,FALSE,56-65,Snowy
Saturday,12:30,14:24,Dinner,2,174,124.11,Female,Center,FALSE,1,FALSE,36-45,Sunny
Sunday,12:53,12:46,Breakfast,6,53,43.47,Male,Window,FALSE,1,FALSE,26-35,Sunny
Tuesday,20:40,21:47,Dinner,4,67,83.85,Male,Patio,FALSE,5,FALSE,65+,Snowy
Monday,20:49,21:18,Lunch,2,89,91.34,Other,Window,TRUE,4,FALSE,46-55,Cloudy
Sunday,10:54,11:56,Dinner,2,62,80.36,Other,Patio,FALSE,5,TRUE,46-55,Snowy
Friday,13:48,15:12,Lunch,4,144,151.9,Female,Center,FALSE,4,TRUE,36-45,Rainy
Saturday,21:05,22:08,Lunch,6,63,122.32,Male,Window,TRUE,4,TRUE,56-65,Rainy
Wednesday,20:40,22:08,Lunch,6,148,84.39,Male,Patio,FALSE,3,FALSE,56-65,Rainy
Thursday,17:38,18:40,Breakfast,3,62,92.42,Male,Patio,TRUE,4,FALSE,46-55,Rainy
Thursday,17:33,17:27,Lunch,2,54,82.92,Other,Window,TRUE,2,FALSE,26-35,Sunny
Wednesday,17:04,18:32,Breakfast,6,88,125.67,Other,Center,TRUE,4,TRUE,65+,Snowy
Sunday,15:24,15:02,Dinner,4,38,49.63,Other,Patio,FALSE,1,FALSE,36-45,Snowy
Tuesday,20:00,21:26,Dinner,5,86,72.43,Male,Center,FALSE,1,FALSE,18-25,Rainy
Wednesday,21:46,22:46,Lunch,2,60,99.62,Female,Window,FALSE,4,TRUE,18-25,Rainy
Thursday,14:36,14:32,Lunch,1,56,79.62,Male,Center,TRUE,1,TRUE,18-25,Snowy
Thursday,22:14,23:25,Breakfast,3,71,92.74,Male,Center,TRUE,5,FALSE,26-35,Snowy
Monday,17:13,19:28,Breakfast,1,135,105.24,Female,Patio,TRUE,5,FALSE,26-35,Sunny
Tuesday,14:37,14:15,Breakfast,5,38,67.53,Male,Patio,FALSE,1,TRUE,26-35,Snowy
Friday,11:37,11:28,Dinner,5,51,76.62,Other,Window,FALSE,5,TRUE,56-65,Snowy
Tuesday,20:37,20:36,Lunch,3,59,91.69,Other,Center,FALSE,4,FALSE,26-35,Rainy
Wednesday,10:51,12:47,Dinner,6,176,150.94,Other,Center,FALSE,1,TRUE,18-25,Sunny
Monday,19:43,20:33,Lunch,6,110,101.14,Female,Center,TRUE,4,FALSE,18-25,Sunny
Tuesday,19:21,21:57,Lunch,6,156,136.61,Male,Window,FALSE,5,FALSE,56-65,Sunny
Thursday,11:42,13:29,Lunch,2,167,173.92,Other,Patio,TRUE,4,FALSE,56-65,Rainy
Thursday,11:38,13:14,Dinner,1,156,125.85,Female,Center,FALSE,3,TRUE,65+,Snowy
Thursday,19:25,20:41,Lunch,2,76,74.04,Male,Window,TRUE,3,FALSE,18-25,Sunny
Wednesday,19:39,20:10,Dinner,5,91,71.36,Male,Center,FALSE,2,FALSE,26-35,Snowy
Wednesday,11:19,13:39,Breakfast,5,140,116.92,Other,Center,TRUE,3,FALSE,46-55,Snowy
Sunday,15:56,16:14,Lunch,4,78,85.92,Male,Patio,FALSE,3,FALSE,36-45,Cloudy
Tuesday,15:28,16:40,Breakfast,4,72,65.5,Female,Window,FALSE,3,FALSE,46-55,Rainy
Thursday,12:33,14:51,Lunch,2,138,133.52,Female,Window,TRUE,3,TRUE,36-45,Sunny
Tuesday,19:12,19:11,Lunch,5,59,50.93,Male,Center,FALSE,2,TRUE,26-35,Rainy
Sunday,21:34,21:04,Lunch,4,30,52.29,Male,Patio,TRUE,1,FALSE,46-55,Cloudy
Monday,14:16,15:49,Breakfast,1,93,86.39,Female,Center,TRUE,3,TRUE,36-45,Cloudy
Saturday,21:34,22:24,Dinner,3,110,91.33,Female,Center,FALSE,4,FALSE,65+,Rainy
Tuesday,10:39,10:33,Breakfast,5,54,55.11,Female,Patio,FALSE,3,TRUE,26-35,Snowy
Saturday,10:49,10:23,Dinner,6,34,78.91,Male,Window,FALSE,5,TRUE,18-25,Cloudy
Saturday,09:32,10:07,Breakfast,1,95,58.87,Female,Patio,FALSE,1,FALSE,18-25,Snowy
Wednesday,13:16,15:54,Dinner,5,158,155.92,Male,Window,TRUE,4,FALSE,36-45,Cloudy
Wednesday,12:30,12:19,Dinner,5,49,41.52,Female,Center,FALSE,2,TRUE,26-35,Rainy
Friday,20:08,22:53,Breakfast,4,165,104.08,Female,Window,FALSE,1,FALSE,36-45,Rainy
Thursday,22:32,24:25:00,Breakfast,3,173,123.42,Male,Window,TRUE,3,FALSE,36-45,Cloudy
Friday,18:59,19:42,Lunch,4,103,91.64,Female,Window,FALSE,4,TRUE,65+,Rainy
Wednesday,12:27,13:46,Lunch,6,79,101.02,Other,Center,TRUE,2,TRUE,18-25,Rainy
Thursday,09:01,11:38,Dinner,2,157,160.23,Other,Patio,TRUE,1,TRUE,26-35,Cloudy
Sunday,14:59,15:36,Dinner,6,97,77.94,Other,Center,TRUE,1,TRUE,36-45,Sunny
Sunday,10:53,10:40,Dinner,1,47,55.01,Female,Patio,TRUE,3,TRUE,26-35,Sunny
Thursday,18:48,19:37,Breakfast,6,109,108.41,Male,Patio,TRUE,2,TRUE,36-45,Snowy
Saturday,14:49,16:00,Dinner,4,131,98.11,Other,Patio,FALSE,3,TRUE,18-25,Snowy
Friday,19:55,21:04,Breakfast,6,129,103.82,Female,Window,FALSE,3,FALSE,26-35,Rainy
Sunday,17:17,19:15,Breakfast,2,178,107.34,Other,Center,FALSE,3,FALSE,18-25,Snowy
Wednesday,09:31,11:14,Breakfast,5,163,146.41,Other,Window,FALSE,1,TRUE,46-55,Cloudy
Saturday,18:27,20:04,Dinner,5,157,145.12,Other,Center,TRUE,1,TRUE,65+,Cloudy
Sunday,20:34,22:14,Dinner,4,160,174.13,Female,Center,FALSE,4,TRUE,18-25,Snowy
Tuesday,20:56,21:02,Lunch,6,66,49.2,Other,Patio,FALSE,2,FALSE,46-55,Sunny
Wednesday,16:38,18:40,Dinner,2,122,110.12,Male,Window,FALSE,2,FALSE,65+,Sunny
Thursday,10:27,12:24,Breakfast,3,177,122.87,Female,Window,TRUE,2,FALSE,46-55,Sunny
Tuesday,22:16,22:04,Dinner,2,48,58.37,Female,Center,FALSE,1,FALSE,18-25,Snowy
Saturday,17:30,18:28,Lunch,4,118,86.31,Male,Center,FALSE,2,FALSE,56-65,Snowy
Friday,10:01,10:38,Dinner,1,37,72.09,Other,Patio,TRUE,1,FALSE,18-25,Snowy
Thursday,11:25,12:41,Lunch,2,76,66.12,Male,Window,TRUE,2,FALSE,18-25,Rainy
Saturday,16:30,17:12,Lunch,2,102,92.3,Female,Patio,TRUE,4,FALSE,46-55,Rainy
Thursday,10:23,12:58,Breakfast,3,155,119.15,Other,Window,TRUE,2,FALSE,26-35,Sunny
Sunday,10:35,10:19,Breakfast,3,44,78.1,Male,Patio,FALSE,4,TRUE,36-45,Sunny
Wednesday,10:52,11:18,Lunch,5,86,78.24,Other,Center,FALSE,4,FALSE,46-55,Sunny
Saturday,22:25,23:32,Lunch,5,67,111.15,Male,Window,TRUE,4,TRUE,56-65,Sunny
Wednesday,22:56,22:55,Dinner,4,59,66.08,Other,Center,FALSE,3,FALSE,36-45,Cloudy
Thursday,21:18,23:19,Dinner,4,121,123.5,Other,Patio,FALSE,5,TRUE,56-65,Rainy
Wednesday,21:33,21:21,Dinner,1,48,72.54,Female,Patio,TRUE,4,TRUE,46-55,Snowy
Monday,08:56,09:20,Lunch,5,84,87.83,Male,Window,FALSE,1,FALSE,56-65,Snowy
Saturday,10:52,12:00,Breakfast,4,128,125.3,Other,Window,FALSE,3,TRUE,36-45,Snowy
Monday,13:51,14:59,Dinner,5,68,89.8,Male,Patio,FALSE,3,TRUE,18-25,Sunny
Tuesday,12:29,13:13,Lunch,2,104,67.3,Other,Patio,FALSE,3,FALSE,26-35,Rainy
Sunday,13:43,14:43,Breakfast,6,60,40.8,Female,Center,FALSE,1,FALSE,18-25,Cloudy
Friday,19:57,21:55,Dinner,3,178,174.06,Other,Window,FALSE,5,TRUE,26-35,Rainy
Sunday,20:40,20:37,Lunch,3,57,76.7,Male,Window,FALSE,1,TRUE,46-55,Rainy
Sunday,14:23,15:48,Lunch,4,85,87.97,Other,Center,FALSE,4,TRUE,26-35,Rainy
Thursday,22:37,23:06,Dinner,5,89,87.64,Female,Patio,FALSE,2,FALSE,26-35,Cloudy
Monday,13:04,15:15,Dinner,1,131,132.01,Male,Window,TRUE,4,FALSE,36-45,Cloudy
Thursday,20:30,21:45,Lunch,5,75,77.33,Female,Center,FALSE,1,TRUE,56-65,Sunny
Tuesday,08:40,10:12,Breakfast,3,152,158.29,Male,Center,TRUE,5,TRUE,18-25,Snowy
Monday,12:09,14:49,Dinner,5,160,129.7,Female,Window,TRUE,5,FALSE,18-25,Rainy
Sunday,14:33,16:18,Breakfast,1,165,170.86,Other,Patio,FALSE,5,TRUE,65+,Rainy
Wednesday,10:13,11:16,Lunch,6,63,88.8,Male,Center,FALSE,1,TRUE,26-35,Cloudy
Wednesday,10:24,12:07,Breakfast,6,163,156.28,Female,Patio,TRUE,5,FALSE,36-45,Snowy
Saturday,12:26,13:17,Breakfast,6,111,99.78,Male,Center,TRUE,2,TRUE,65+,Snowy
Monday,09:04,11:02,Breakfast,5,178,159.05,Other,Window,TRUE,5,TRUE,46-55,Rainy
Wednesday,21:51,23:27,Breakfast,1,156,134.98,Other,Patio,TRUE,4,TRUE,18-25,Sunny
Wednesday,20:20,21:56,Dinner,4,96,90.87,Female,Center,FALSE,2,TRUE,26-35,Rainy
Monday,08:28,08:16,Dinner,6,48,57.6,Female,Patio,FALSE,1,FALSE,26-35,Snowy
Tuesday,16:25,17:38,Lunch,3,73,76.41,Male,Center,FALSE,5,TRUE,56-65,Cloudy
Thursday,13:25,14:02,Lunch,6,97,90.05,Female,Window,TRUE,4,TRUE,46-55,Cloudy
Saturday,12:37,12:31,Dinner,6,54,68.57,Male,Window,TRUE,4,FALSE,36-45,Rainy
Tuesday,15:49,17:12,Lunch,3,143,113.25,Male,Patio,TRUE,2,TRUE,18-25,Rainy
Friday,20:15,20:06,Dinner,6,51,54.61,Female,Window,TRUE,3,TRUE,56-65,Cloudy
Monday,21:55,22:17,Breakfast,3,82,81.67,Male,Window,FALSE,2,FALSE,18-25,Cloudy
Wednesday,16:58,18:16,Dinner,5,138,141.2,Male,Center,FALSE,5,FALSE,65+,Rainy
Sunday,17:09,17:49,Dinner,3,40,86.95,Other,Window,FALSE,4,TRUE,65+,Rainy
Monday,09:58,09:51,Breakfast,5,53,71.04,Other,Center,FALSE,4,FALSE,18-25,Rainy
Monday,10:45,11:14,Dinner,3,89,91.43,Other,Center,TRUE,4,TRUE,65+,Cloudy
Tuesday,14:49,16:58,Lunch,2,129,120.3,Female,Window,FALSE,5,FALSE,65+,Sunny
Friday,18:50,20:08,Lunch,1,138,155.89,Female,Center,FALSE,4,TRUE,56-65,Sunny
Thursday,15:52,17:58,Breakfast,4,126,119.77,Male,Window,TRUE,2,TRUE,65+,Sunny
Monday,08:48,10:35,Lunch,2,167,103.38,Female,Window,TRUE,3,FALSE,36-45,Rainy
Tuesday,11:39,11:10,Dinner,4,31,42.97,Female,Center,TRUE,2,FALSE,36-45,Sunny
Tuesday,17:16,19:31,Lunch,6,135,104.66,Other,Window,TRUE,1,FALSE,46-55,Cloudy
Sunday,12:58,14:20,Dinner,5,142,155.28,Male,Center,TRUE,4,FALSE,36-45,Rainy
Tuesday,20:35,21:09,Lunch,2,94,79.34,Female,Window,TRUE,1,TRUE,56-65,Sunny
Wednesday,19:01,19:44,Dinner,4,43,81.23,Male,Center,TRUE,4,TRUE,65+,Cloudy
Monday,13:17,13:16,Dinner,2,59,76.3,Male,Center,TRUE,3,TRUE,26-35,Rainy
Wednesday,18:11,20:01,Lunch,4,170,166.95,Other,Window,TRUE,4,TRUE,26-35,Sunny
Tuesday,11:30,11:10,Dinner,6,40,70.62,Female,Window,TRUE,3,FALSE,56-65,Cloudy
Monday,20:39,20:09,Breakfast,3,30,64.51,Female,Window,FALSE,2,TRUE,26-35,Sunny
Thursday,09:25,10:55,Breakfast,1,90,87.81,Other,Window,TRUE,4,FALSE,56-65,Cloudy
Sunday,16:45,17:05,Dinner,1,80,89.65,Female,Window,TRUE,4,FALSE,46-55,Snowy
Thursday,19:07,21:11,Lunch,4,124,85.66,Other,Patio,TRUE,3,FALSE,56-65,Snowy
Thursday,09:29,11:24,Lunch,1,175,166.57,Other,Window,TRUE,4,FALSE,46-55,Sunny
Friday,11:18,13:19,Lunch,3,121,137.04,Other,Center,TRUE,1,TRUE,56-65,Sunny
Monday,17:17,17:00,Dinner,5,43,75.97,Female,Patio,FALSE,3,TRUE,46-55,Cloudy
Saturday,17:00,18:38,Lunch,1,98,91.05,Female,Center,FALSE,2,FALSE,46-55,Cloudy
Tuesday,13:05,14:46,Breakfast,4,101,99.37,Other,Patio,TRUE,4,TRUE,46-55,Rainy
Saturday,19:27,20:14,Breakfast,5,107,87.05,Male,Patio,TRUE,4,FALSE,56-65,Sunny
Thursday,17:34,18:07,Lunch,3,93,128.78,Female,Patio,TRUE,4,TRUE,26-35,Rainy
Friday,18:50,20:36,Dinner,1,166,128.08,Male,Window,FALSE,3,FALSE,18-25,Snowy
Wednesday,18:51,19:51,Breakfast,6,60,61.21,Female,Window,TRUE,5,FALSE,18-25,Rainy
Friday,09:29,11:02,Lunch,2,153,103.12,Other,Center,TRUE,1,FALSE,46-55,Sunny
Tuesday,09:19,10:56,Dinner,2,97,121.16,Other,Window,TRUE,2,TRUE,65+,Rainy
Thursday,08:46,10:12,Lunch,5,146,112.47,Female,Patio,FALSE,1,FALSE,56-65,Cloudy
Saturday,10:40,12:07,Dinner,6,147,118.9,Female,Patio,TRUE,3,TRUE,46-55,Sunny
Tuesday,17:16,18:02,Dinner,3,106,133.74,Female,Center,TRUE,4,TRUE,18-25,Sunny
Sunday,19:29,19:15,Breakfast,3,46,45.58,Other,Window,TRUE,3,FALSE,36-45,Cloudy
Sunday,12:01,14:35,Lunch,1,154,147.93,Female,Window,FALSE,4,FALSE,36-45,Rainy
Sunday,13:12,13:42,Lunch,2,30,61.06,Male,Center,TRUE,3,FALSE,26-35,Sunny
Tuesday,10:39,11:17,Lunch,6,98,90.92,Female,Window,FALSE,2,FALSE,26-35,Cloudy
Wednesday,19:54,20:33,Dinner,3,99,109.69,Other,Window,FALSE,2,TRUE,65+,Snowy
Sunday,08:49,10:24,Breakfast,3,155,140.57,Other,Center,FALSE,4,FALSE,46-55,Snowy
Thursday,17:22,17:17,Dinner,5,55,75.01,Other,Window,TRUE,4,TRUE,56-65,Sunny
Monday,21:48,21:29,Breakfast,3,41,38.58,Other,Center,TRUE,2,FALSE,46-55,Rainy
Saturday,20:05,20:58,Breakfast,3,53,88.44,Female,Window,FALSE,4,FALSE,46-55,Cloudy
Wednesday,20:41,21:42,Breakfast,6,61,76.45,Other,Window,TRUE,1,FALSE,26-35,Cloudy
Wednesday,14:41,15:59,Lunch,3,78,75.81,Male,Center,TRUE,2,TRUE,26-35,Snowy
Tuesday,22:04,24:22:00,Dinner,4,138,165.43,Female,Center,TRUE,5,TRUE,56-65,Cloudy
Sunday,21:43,23:17,Breakfast,6,154,120.61,Male,Window,TRUE,4,FALSE,36-45,Sunny
Friday,11:40,13:34,Dinner,3,174,132.99,Other,Patio,TRUE,1,FALSE,36-45,Snowy
Tuesday,15:33,16:38,Breakfast,2,65,72.55,Female,Window,FALSE,4,TRUE,46-55,Sunny
Friday,21:25,22:52,Lunch,3,87,89.73,Male,Patio,TRUE,4,TRUE,18-25,Cloudy
Sunday,19:51,21:12,Lunch,5,141,145.34,Female,Patio,FALSE,5,TRUE,26-35,Sunny
Tuesday,17:29,18:42,Lunch,4,73,54.92,Male,Center,FALSE,1,FALSE,36-45,Rainy
Monday,14:55,16:02,Dinner,6,127,99.21,Female,Window,TRUE,1,FALSE,36-45,Cloudy
Saturday,21:53,22:25,Dinner,5,92,67.58,Male,Window,FALSE,1,TRUE,26-35,Sunny
Thursday,09:00,11:05,Dinner,3,125,121.57,Female,Patio,TRUE,4,TRUE,46-55,Sunny
Tuesday,11:48,13:12,Breakfast,2,144,96.65,Male,Patio,TRUE,3,FALSE,46-55,Snowy
Thursday,14:48,15:40,Dinner,2,112,91.94,Female,Center,TRUE,2,TRUE,56-65,Cloudy
Sunday,11:45,13:08,Breakfast,1,143,118.03,Male,Window,FALSE,1,TRUE,26-35,Cloudy
Tuesday,16:24,16:05,Lunch,4,41,73.76,Female,Patio,FALSE,3,TRUE,65+,Sunny
Monday,22:32,23:50,Dinner,3,78,74.57,Female,Center,TRUE,2,TRUE,46-55,Snowy
Wednesday,20:34,20:33,Dinner,6,59,78.59,Female,Center,TRUE,4,TRUE,36-45,Snowy
Tuesday,21:20,22:32,Dinner,2,72,72.66,Other,Window,TRUE,2,TRUE,36-45,Snowy
Friday,20:11,21:19,Lunch,3,68,79.15,Female,Center,TRUE,5,TRUE,26-35,Sunny
Saturday,21:50,23:30,Breakfast,3,160,174.19,Other,Window,TRUE,4,TRUE,18-25,Cloudy
Monday,22:33,24:15:00,Dinner,2,162,123.09,Male,Patio,TRUE,4,FALSE,65+,Sunny
Saturday,19:53,21:29,Breakfast,3,156,115.97,Female,Window,FALSE,2,FALSE,36-45,Snowy
Tuesday,19:09,21:59,Lunch,3,170,114.01,Female,Center,FALSE,5,FALSE,26-35,Snowy
Sunday,09:50,10:41,Lunch,4,111,100.44,Male,Window,TRUE,1,FALSE,18-25,Cloudy
Saturday,08:00,09:37,Dinner,5,97,77.32,Other,Patio,TRUE,4,FALSE,18-25,Sunny
Friday,16:54,16:52,Dinner,4,58,91.24,Other,Patio,TRUE,3,TRUE,65+,Cloudy
Saturday,22:24,24:44:00,Lunch,5,140,108.51,Other,Window,TRUE,3,FALSE,26-35,Snowy
Sunday,15:42,15:31,Breakfast,3,49,74.68,Female,Patio,TRUE,4,FALSE,56-65,Snowy
